phi1      Phi     phi2
0.74239  0.49746  5.85034
6.21041  2.87112  1.19874
3.39282  1.19429  1.62472
4.44169  0.96736  5.64146
6.27999  1.50247  3.72820
1.80861  0.69083  3.16571
2.60452  0.64681  3.85039
2.92067  1.31618  5.14858
4.80009  2.38075  3.34196
5.14092  2.17049  1.26967
0.62971  2.25973  2.85190
1.11914  2.72969  2.68864
2.25966  2.47530  6.06989
0.35629  1.33575  3.89592
3.27911  0.49636  4.36926
2.11021  1.86616  4.52492
1.10376  1.75050  2.17960
1.31285  0.25086  3.24835
5.68724  0.47090  3.49781
4.24361  1.20971  0.98329
2.94348  0.21674  3.53150
5.73110  1.00787  4.36557
0.65352  1.90351  2.67950
4.68441  1.24003  5.25444
4.62610  2.10792  4.59543
3.53028  1.99214  2.26214
1.15733  1.20215  2.85389
3.75239  1.51507  2.42775
1.88455  1.74854  4.87296
0.84272  1.36405  4.61357
1.33582  1.04600  2.70352
5.62308  1.40294  4.35898
0.44895  1.46702  5.93895
1.52359  1.40287  4.92748
0.33775  1.54715  4.43324
2.77542  2.55860  0.68697
0.08346  1.11616  2.45001
5.63722  0.12408  3.71277
1.23564  1.86600  2.88637
0.58666  0.34071  0.31630
1.93124  1.88295  1.43689
2.86550  0.68710  5.24136
0.63881  1.66153  0.09830
6.25421  1.74482  5.42686
2.08659  2.17067  0.49052
1.86829  2.41688  4.20371
0.38984  1.96294  3.14292
1.87393  1.10156  1.36970
0.29123  0.96946  3.59157
3.17570  1.17280  0.76774
4.78417  2.94325  4.21706
3.96513  0.81423  3.76731
0.56481  0.56486  0.35171
0.50807  0.99809  0.35401
4.88355  2.72551  0.95819
5.68714  1.81691  0.12328
3.35379  1.14979  2.73429
0.68584  1.09390  5.22901
5.18871  2.15489  3.87917
2.12433  2.05092  3.26808
1.84708  1.21742  5.42785
4.68923  1.61583  0.61385
0.06495  1.32077  5.70546
0.30440  2.12599  0.67869
4.19664  2.27280  3.24839
3.79169  0.85093  0.89948
3.30560  1.00766  3.51462
4.58489  0.51771  0.02877
4.44380  2.47224  4.81721
4.90954  2.25950  5.33259
1.80942  2.50111  5.76056
4.35132  1.59127  6.20131
3.49766  2.23130  3.17385
2.49141  0.65707  1.70539
0.38698  2.50113  0.63303
4.90198  2.71812  3.19092
2.12110  1.45595  3.67949
3.81934  0.99442  4.79335
4.65743  1.95641  0.52127
0.65856  2.26795  4.15694
0.80355  1.89873  3.24827
3.45285  2.18917  1.07473
3.04879  1.55049  5.89714
5.59502  0.62198  3.71012
5.02002  1.31000  2.76858
4.61400  2.49299  5.91825
0.32253  1.79086  4.12123
0.45795  2.66983  2.83965
0.55623  1.56823  5.27597
5.01618  1.70778  3.34656
5.92510  0.09883  3.48017
4.29592  0.89796  4.27298
0.82990  1.59950  2.30712
4.54102  0.66179  1.50351
0.69337  2.38169  3.63748
0.73823  1.79259  5.44681
4.02574  0.54580  2.55586
2.06600  0.58269  0.70758
4.10802  1.12946  2.78877
4.70693  1.33185  1.88611
3.66427  1.88960  2.52198
4.64977  0.51141  5.23618
1.47546  2.41955  2.53607
4.61788  1.09148  2.45154
6.09844  1.27348  2.26477
5.44709  0.84156  0.88125
0.54183  1.77566  1.63445
2.30239  1.04761  0.54547
2.31975  0.83599  2.69798
4.30416  1.93379  1.61656
3.75698  1.46608  1.86960
4.95972  0.28995  2.66946
2.31003  1.47202  0.74900
1.29451  1.91681  3.11060
0.54454  1.32952  4.43849
4.85020  1.85326  1.53042
1.29229  1.03210  4.93274
2.43959  1.74386  0.46552
3.46692  1.58611  2.47484
1.43856  1.17072  0.02133
4.03344  0.33177  1.38655
3.04408  1.92250  0.00817
0.95407  0.82901  1.18865
4.91303  1.07226  0.89525
0.63213  0.43148  1.68437
1.84768  2.78233  1.09888
1.49146  1.86111  0.87116
3.33557  1.23946  3.76291
0.57490  2.02305  5.66152
2.54668  2.14031  5.90230
0.65877  1.13486  1.38974
0.70550  1.31900  3.03272
4.92871  1.38857  2.36255
1.83198  1.24414  3.29101
3.79211  2.70193  1.66424
6.05964  1.87804  0.42950
2.71739  1.66827  2.74153
4.36526  2.11553  1.09235
4.76328  1.12620  0.16404
2.71837  0.77794  5.99842
4.11861  2.02305  2.70552
0.68961  1.09043  6.04165
5.86699  2.38107  4.79039
1.17785  0.83194  0.04617
1.67245  2.37864  4.27281
5.01292  1.39345  4.43561
3.06370  1.84179  4.05346
4.83151  0.91029  3.47027
2.48818  1.56323  1.37042
1.71493  1.59161  4.85292
0.23395  0.71652  1.43274
4.23043  1.86892  2.33021
2.69903  1.67208  5.59786
2.83836  0.38430  5.38078
3.83185  2.72730  2.52856
0.37324  0.33039  1.99818
1.98430  2.24156  3.82417
4.85516  1.23000  5.71892
4.37582  1.39704  5.71203
0.78749  1.21298  3.71710
0.81777  1.85246  2.08961
0.58027  1.32786  5.35996
0.04914  0.89912  2.77966
2.65847  2.86314  5.68223
4.11908  2.55396  0.20847
4.54225  0.31883  3.34534
3.33768  1.26327  4.50188
0.68372  2.13829  1.12659
3.96951  1.76503  2.11450
0.79482  2.42791  1.17944
0.84385  2.05232  2.02273
0.61949  2.07637  2.53750
0.89238  1.91417  3.44675
1.05715  2.33996  0.30623
1.23307  1.87967  3.47293
1.99479  2.42903  1.72669
1.98817  0.69461  1.51740
1.36699  2.51741  1.52773
1.57734  0.53537  0.96861
5.61040  1.77416  6.00934
4.41848  2.70264  5.87893
3.49181  1.89152  5.14413
1.15883  1.07932  4.57580
1.33223  0.94052  1.10466
0.48599  1.48086  2.26429
5.74157  1.18915  1.18620
4.44041  0.66443  0.00753
3.50469  2.66906  1.98812
1.96932  1.97433  4.39582
1.04429  2.70837  3.92860
3.91127  2.22566  3.41215
6.20739  1.11483  2.75855
1.07086  1.11129  1.80596
1.61976  0.71423  3.15201
2.49317  1.40518  4.78494
0.46492  2.60339  4.79035
4.29831  0.56332  3.61946
2.52828  0.92636  4.69771
6.17534  2.01318  4.05601
2.52699  1.48336  0.77421
3.89980  0.24740  3.16922
0.96993  1.12480  2.18191
2.39606  0.82584  0.57898
1.01243  1.70468  0.92897
4.76335  1.62958  1.24514
5.47335  1.44907  4.22399
2.20400  2.05083  2.71126
4.30735  1.04946  4.36306
1.84820  1.56302  1.61342
3.33405  1.27278  0.06132
5.23026  1.96547  3.34443
3.75413  2.37827  1.75547
2.10682  1.61967  5.94534
1.88009  1.84947  5.69536
2.84372  0.95669  2.46730
2.65555  0.97570  0.15617
2.25947  1.22704  4.21876
3.50802  2.39351  5.26009
4.66554  2.84689  6.10411
2.66618  1.45083  0.35772
2.69772  1.98053  2.82948
0.78460  0.49741  3.65976
0.15352  0.27727  4.31428
1.82329  2.01170  4.52033
1.99503  0.92524  4.08433
4.10725  0.65635  4.56733
6.01261  1.37449  2.34895
5.87937  0.69503  3.65420
2.87698  0.47898  0.72959
1.51097  1.47232  0.36225
4.79971  1.09643  6.15604
4.77100  1.41667  1.78961
4.65362  2.81858  3.73834
4.67274  1.67794  6.04544
