phi1  Phi  phi2
6.169000000000000e+00  8.320000000000001e-01  4.810000000000000e+00
4.667000000000000e+00  1.634000000000000e+00  3.887000000000000e+00
6.169000000000000e+00  8.250000000000000e-01  4.808000000000000e+00
1.520000000000000e+00  1.495000000000000e+00  2.396000000000000e+00
3.019000000000001e+00  2.312000000000000e+00  1.470000000000000e+00
3.185000000000000e+00  7.450000000000001e-01  4.597000000000000e+00
3.033000000000000e+00  2.318000000000000e+00  4.620000000000001e+00
6.176000000000000e+00  8.210000000000000e-01  8.599999999999999e-02
3.036000000000000e+00  2.313000000000000e+00  1.481000000000000e+00
4.666000000000000e+00  1.632000000000000e+00  7.490000000000000e-01
3.100000000000000e-02  2.393000000000000e+00  1.070000000000000e-01
3.017000000000000e+00  2.314000000000000e+00  1.472000000000000e+00
6.169000000000000e+00  8.330000000000000e-01  9.900000000000002e-02
1.519000000000000e+00  1.493000000000000e+00  5.540000000000000e+00
1.521000000000000e+00  1.502000000000000e+00  2.398000000000000e+00
3.175000000000000e+00  7.500000000000000e-01  1.458000000000000e+00
3.025000000000000e+00  2.318000000000000e+00  6.186000000000000e+00
2.100000000000000e-02  2.393000000000000e+00  4.813000000000000e+00
4.661000000000000e+00  1.644000000000000e+00  5.464000000000001e+00
3.028000000000000e+00  2.319000000000000e+00  6.192000000000000e+00
1.520000000000000e+00  1.506000000000000e+00  3.969000000000000e+00
6.152000000000001e+00  8.330000000000000e-01  1.691000000000000e+00
3.176000000000000e+00  7.470000000000000e-01  6.170000000000000e+00
3.176000000000000e+00  7.490000000000000e-01  3.030000000000000e+00
3.025000000000000e+00  2.319000000000000e+00  6.181000000000000e+00
2.400000000000000e-02  2.398000000000000e+00  1.679000000000000e+00
4.668000000000000e+00  1.648000000000000e+00  2.310000000000000e+00
3.012000000000000e+00  2.301000000000000e+00  1.474000000000000e+00
3.032000000000000e+00  2.304000000000000e+00  3.050000000000000e+00
6.168000000000000e+00  8.260000000000000e-01  1.659000000000000e+00
1.524000000000000e+00  1.489000000000000e+00  5.534000000000000e+00
3.000000000000000e-02  2.397000000000000e+00  3.248000000000000e+00
3.168000000000001e+00  7.420000000000000e-01  4.613000000000000e+00
3.173000000000000e+00  7.470000000000000e-01  1.459000000000000e+00
1.527000000000000e+00  1.505000000000000e+00  2.399000000000000e+00
3.016000000000000e+00  2.316000000000000e+00  6.181000000000000e+00
3.187000000000000e+00  7.470000000000000e-01  6.162000000000000e+00
6.159000000000000e+00  8.290000000000000e-01  3.240000000000000e+00
2.300000000000000e-02  2.396000000000000e+00  1.673000000000000e+00
1.517000000000000e+00  1.495000000000000e+00  3.964000000000000e+00
4.663000000000000e+00  1.637000000000000e+00  3.879000000000000e+00
3.017000000000000e+00  2.316000000000000e+00  6.172000000000000e+00
4.660000000000000e+00  1.640000000000000e+00  3.883000000000000e+00
6.171000000000000e+00  8.380000000000000e-01  4.813000000000000e+00
1.520000000000000e+00  1.504000000000000e+00  3.978000000000000e+00
2.800000000000000e-02  2.385000000000000e+00  1.050000000000000e-01
4.719000000000000e+00  1.586000000000000e+00  7.380000000000001e-01
4.715000000000000e+00  1.588000000000000e+00  5.457000000000000e+00
3.124000000000000e+00  2.324000000000000e+00  6.244000000000001e+00
6.278000000000000e+00  8.330000000000000e-01  3.161000000000000e+00
3.131000000000000e+00  2.319000000000000e+00  3.118000000000000e+00
4.721000000000000e+00  1.583000000000000e+00  7.430000000000000e-01
6.267000000000000e+00  8.280000000000000e-01  4.746000000000000e+00
4.719000000000000e+00  1.589000000000000e+00  5.461000000000000e+00
1.584000000000000e+00  1.553000000000000e+00  5.537000000000000e+00
6.274000000000000e+00  8.139999999999999e-01  3.168000000000001e+00
6.273000000000000e+00  8.240000000000001e-01  3.160000000000000e+00
1.581000000000000e+00  1.540000000000000e+00  5.542000000000001e+00
3.000000000000000e-03  8.310000000000001e-01  4.737000000000001e+00
3.100000000000000e-02  2.391000000000000e+00  4.740000000000001e+00
3.128000000000000e+00  2.324000000000000e+00  4.681000000000000e+00
6.262000000000000e+00  8.220000000000000e-01  1.597000000000000e+00
3.172000000000000e+00  7.550000000000000e-01  6.247000000000000e+00
1.581000000000000e+00  1.548000000000000e+00  3.966000000000001e+00
4.720000000000001e+00  1.590000000000000e+00  7.450000000000001e-01
3.166000000000000e+00  7.450000000000001e-01  1.553000000000000e+00
4.717000000000000e+00  1.586000000000000e+00  7.520000000000000e-01
3.120000000000000e+00  2.309000000000000e+00  4.669000000000000e+00
3.123000000000000e+00  2.315000000000000e+00  1.532000000000000e+00
3.148000000000000e+00  7.530000000000001e-01  6.267000000000000e+00
3.185000000000000e+00  7.530000000000001e-01  3.103000000000000e+00
6.260000000000000e+00  8.250000000000000e-01  1.612000000000000e+00
1.578000000000000e+00  1.542000000000000e+00  8.280000000000000e-01
1.578000000000000e+00  1.539000000000000e+00  8.290000000000000e-01
1.575000000000000e+00  1.545000000000000e+00  8.270000000000000e-01
3.138000000000000e+00  2.314000000000000e+00  3.125000000000000e+00
2.000000000000000e-02  2.392000000000000e+00  2.500000000000000e-02
3.119000000000000e+00  2.321000000000000e+00  6.253000000000000e+00
6.277000000000000e+00  8.240000000000001e-01  2.100000000000000e-02
2.800000000000000e-02  2.395000000000000e+00  3.600000000000000e-02
3.159000000000000e+00  7.520000000000000e-01  6.270000000000000e+00
4.719000000000000e+00  1.585000000000000e+00  3.884000000000000e+00
4.725000000000000e+00  1.579000000000000e+00  2.314000000000000e+00
3.130000000000000e+00  2.320000000000000e+00  6.261000000000000e+00
6.278000000000000e+00  8.300000000000000e-01  3.159000000000000e+00
3.138000000000000e+00  2.314000000000000e+00  4.693000000000000e+00
2.900000000000000e-02  2.393000000000000e+00  3.500000000000000e-02
3.130000000000000e+00  2.317000000000001e+00  3.124000000000000e+00
6.272000000000001e+00  8.200000000000000e-01  2.300000000000000e-02
3.161000000000000e+00  7.420000000000000e-01  1.554000000000000e+00
1.579000000000000e+00  1.544000000000000e+00  5.532000000000000e+00
3.138000000000000e+00  2.316000000000000e+00  6.270000000000000e+00
3.135000000000000e+00  2.319000000000000e+00  3.114000000000000e+00
3.136000000000001e+00  2.319000000000000e+00  3.118000000000000e+00
3.158000000000000e+00  7.550000000000000e-01  1.551000000000000e+00
3.176000000000000e+00  7.470000000000000e-01  6.240000000000000e+00
6.263000000000000e+00  8.270000000000000e-01  4.749000000000000e+00
4.715000000000000e+00  1.590000000000000e+00  3.891000000000000e+00
1.579000000000000e+00  1.553000000000000e+00  2.390000000000000e+00
3.168000000000001e+00  7.490000000000000e-01  3.108000000000001e+00
1.590000000000000e+00  1.548000000000000e+00  8.280000000000000e-01
3.132000000000000e+00  2.319000000000000e+00  1.561000000000000e+00
3.166000000000000e+00  7.530000000000001e-01  3.114000000000000e+00
2.900000000000000e-02  2.396000000000000e+00  2.700000000000000e-02
3.100000000000000e-02  2.399000000000000e+00  3.400000000000000e-02
2.800000000000000e-02  2.386000000000000e+00  2.500000000000000e-02
1.800000000000000e-02  2.397000000000000e+00  1.584000000000000e+00
4.717000000000000e+00  1.584000000000000e+00  2.318000000000000e+00
4.400000000000000e-02  2.403000000000000e+00  4.754000000000000e+00
4.712000000000000e+00  1.588000000000000e+00  7.480000000000000e-01
6.274000000000000e+00  8.179999999999999e-01  1.593000000000000e+00
2.400000000000000e-02  2.394000000000000e+00  2.500000000000000e-02
2.200000000000000e-02  2.393000000000000e+00  1.600000000000000e-02
3.163000000000000e+00  7.470000000000000e-01  1.546000000000000e+00
3.132000000000000e+00  2.317000000000001e+00  3.117000000000000e+00
3.169000000000000e+00  7.540000000000000e-01  6.256000000000000e+00
3.200000000000000e-02  2.396000000000000e+00  3.181000000000000e+00
4.725000000000000e+00  1.588000000000000e+00  7.480000000000000e-01
1.576000000000000e+00  1.567000000000000e+00  3.966000000000001e+00
1.576000000000000e+00  1.556000000000000e+00  2.397000000000000e+00
1.600000000000000e-02  2.398000000000000e+00  1.600000000000000e+00
6.276000000000000e+00  8.270000000000000e-01  2.200000000000000e-02
6.262000000000000e+00  8.160000000000001e-01  1.603000000000000e+00
3.174000000000000e+00  7.410000000000000e-01  3.117000000000000e+00
3.159000000000000e+00  7.550000000000000e-01  1.556000000000000e+00
6.275000000000000e+00  8.240000000000001e-01  1.600000000000000e+00
3.183000000000000e+00  7.530000000000001e-01  1.533000000000000e+00
1.577000000000000e+00  1.549000000000000e+00  8.290000000000000e-01
4.720000000000001e+00  1.595000000000000e+00  3.881000000000000e+00
6.269000000000001e+00  8.230000000000000e-01  1.900000000000000e-02
1.578000000000000e+00  1.543000000000000e+00  2.391000000000000e+00
3.000000000000000e-02  2.392000000000000e+00  3.500000000000000e-02
4.722000000000000e+00  1.598000000000000e+00  3.885000000000000e+00
3.166000000000000e+00  7.390000000000000e-01  4.692000000000000e+00
0.000000000000000e+00  8.139999999999999e-01  1.594000000000000e+00
1.575000000000000e+00  1.555000000000000e+00  2.393000000000000e+00
3.129000000000000e+00  2.324000000000000e+00  4.685000000000000e+00
6.271000000000000e+00  8.290000000000000e-01  3.300000000000000e-02
3.175000000000000e+00  7.480000000000000e-01  4.674000000000000e+00
6.277000000000000e+00  8.220000000000000e-01  1.587000000000000e+00
1.900000000000000e-02  2.393000000000000e+00  4.738000000000000e+00
3.138000000000000e+00  2.322000000000000e+00  6.267000000000000e+00
3.136000000000001e+00  2.321000000000000e+00  6.261000000000000e+00
3.180000000000000e+00  7.430000000000000e-01  6.249000000000000e+00
6.269000000000001e+00  8.280000000000000e-01  1.591000000000000e+00
3.136000000000001e+00  2.328000000000000e+00  3.112000000000000e+00
4.712000000000000e+00  1.590000000000000e+00  2.315000000000000e+00
1.575000000000000e+00  1.559000000000000e+00  8.300000000000000e-01
3.139000000000000e+00  2.318000000000000e+00  4.694000000000000e+00
4.726000000000001e+00  1.593000000000000e+00  2.327000000000000e+00
1.572000000000000e+00  1.550000000000000e+00  2.389000000000000e+00
6.264000000000000e+00  8.280000000000000e-01  3.000000000000000e-02
1.900000000000000e-02  2.400000000000000e+00  3.163000000000000e+00
3.126000000000000e+00  2.316000000000000e+00  3.107000000000000e+00
1.574000000000000e+00  1.555000000000000e+00  2.394000000000000e+00
3.133000000000000e+00  2.324000000000000e+00  3.119000000000000e+00
3.130000000000000e+00  2.317000000000001e+00  3.103000000000000e+00
1.583000000000000e+00  1.553000000000000e+00  8.210000000000000e-01
1.579000000000000e+00  1.548000000000000e+00  3.953000000000000e+00
1.578000000000000e+00  1.549000000000000e+00  2.388000000000000e+00
3.500000000000000e-02  2.383000000000000e+00  3.160000000000000e+00
1.580000000000000e+00  1.545000000000000e+00  3.962000000000001e+00
1.580000000000000e+00  1.550000000000000e+00  2.390000000000000e+00
1.582000000000000e+00  1.560000000000000e+00  2.398000000000000e+00
2.100000000000000e-02  2.402000000000001e+00  1.900000000000000e-02
3.135000000000000e+00  2.316000000000000e+00  4.686000000000000e+00
4.728000000000000e+00  1.597000000000000e+00  2.319000000000000e+00
1.578000000000000e+00  1.556000000000000e+00  5.529000000000000e+00
3.200000000000000e-02  2.391000000000000e+00  2.500000000000000e-02
3.161000000000000e+00  7.460000000000001e-01  3.122000000000000e+00
3.134000000000000e+00  2.311000000000000e+00  3.120000000000000e+00
4.727000000000000e+00  1.580000000000000e+00  3.890000000000000e+00
3.132000000000000e+00  2.321000000000000e+00  3.115000000000001e+00
2.000000000000000e-02  2.389000000000000e+00  2.500000000000000e-02
3.175000000000000e+00  7.450000000000001e-01  3.107000000000000e+00
6.273000000000000e+00  8.210000000000000e-01  1.598000000000000e+00
6.266000000000000e+00  8.149999999999999e-01  3.100000000000000e-02
4.723000000000001e+00  1.595000000000000e+00  3.884000000000000e+00
1.585000000000000e+00  1.548000000000000e+00  3.959000000000001e+00
4.730000000000000e+00  1.593000000000000e+00  5.456000000000000e+00
1.579000000000000e+00  1.543000000000000e+00  3.969000000000000e+00
2.500000000000000e-02  2.395000000000000e+00  2.900000000000000e-02
3.124000000000000e+00  2.314000000000000e+00  4.675000000000000e+00
6.278000000000000e+00  8.220000000000000e-01  3.166000000000000e+00
3.167000000000000e+00  7.480000000000000e-01  4.693000000000000e+00
3.174000000000000e+00  7.510000000000000e-01  1.535000000000000e+00
1.575000000000000e+00  1.555000000000000e+00  8.310000000000001e-01
3.131000000000000e+00  2.310000000000000e+00  1.542000000000000e+00
3.200000000000000e-02  2.394000000000000e+00  3.200000000000000e-02
3.130000000000000e+00  2.322000000000000e+00  1.541000000000000e+00
3.132000000000000e+00  2.328000000000000e+00  3.122000000000000e+00
2.500000000000000e-02  2.393000000000000e+00  4.737000000000001e+00
4.719000000000000e+00  1.581000000000000e+00  7.380000000000001e-01
3.200000000000000e-02  2.386000000000000e+00  4.100000000000000e-02
6.278000000000000e+00  8.220000000000000e-01  2.400000000000000e-02
3.132000000000000e+00  2.323000000000000e+00  1.551000000000000e+00
4.715000000000000e+00  1.587000000000000e+00  2.315000000000000e+00
4.725000000000000e+00  1.588000000000000e+00  3.891000000000000e+00
4.721000000000000e+00  1.588000000000000e+00  2.326000000000000e+00
4.715000000000000e+00  1.591000000000000e+00  5.464000000000001e+00
4.717000000000000e+00  1.585000000000000e+00  5.463000000000000e+00
1.800000000000000e-02  2.399000000000000e+00  2.400000000000000e-02
3.133000000000000e+00  2.311000000000000e+00  6.255000000000001e+00
4.000000000000000e-02  2.397000000000000e+00  4.668000000000000e+00
1.632000000000000e+00  1.602000000000000e+00  8.210000000000000e-01
4.771000000000000e+00  1.530000000000000e+00  5.457000000000000e+00
9.200000000000000e-02  8.179999999999999e-01  1.533000000000000e+00
3.162000000000000e+00  7.490000000000000e-01  3.190000000000000e+00
3.247000000000000e+00  2.312000000000000e+00  5.100000000000000e-02
3.161000000000000e+00  7.500000000000000e-01  1.631000000000000e+00
4.775000000000000e+00  1.537000000000000e+00  7.450000000000001e-01
3.238000000000000e+00  2.327000000000000e+00  4.753000000000000e+00
9.500000000000000e-02  8.270000000000000e-01  3.093000000000000e+00
3.246000000000000e+00  2.313000000000000e+00  3.195000000000000e+00
3.162000000000000e+00  7.650000000000000e-01  4.769000000000000e+00
4.772000000000000e+00  1.535000000000000e+00  3.885000000000000e+00
1.628000000000000e+00  1.611000000000000e+00  8.240000000000001e-01
2.200000000000000e-02  2.399000000000000e+00  6.228000000000000e+00
3.156000000000000e+00  7.440000000000000e-01  3.207000000000000e+00
3.172000000000000e+00  7.450000000000001e-01  4.700000000000000e-02
3.183000000000000e+00  7.500000000000000e-01  4.000000000000000e-02
3.237000000000000e+00  2.321000000000000e+00  1.621000000000000e+00
1.030000000000000e-01  8.300000000000000e-01  6.235000000000000e+00
3.172000000000000e+00  7.490000000000000e-01  1.618000000000000e+00
4.779000000000000e+00  1.540000000000000e+00  7.410000000000000e-01
9.000000000000000e-02  8.300000000000000e-01  3.094000000000000e+00
4.781000000000000e+00  1.531000000000000e+00  5.452000000000000e+00
3.244000000000000e+00  2.323000000000000e+00  5.400000000000000e-02
9.700000000000002e-02  8.220000000000000e-01  4.676000000000000e+00
1.080000000000000e-01  8.280000000000000e-01  3.096000000000000e+00
1.632000000000000e+00  1.610000000000000e+00  5.539000000000001e+00
3.238000000000000e+00  2.320000000000000e+00  1.618000000000000e+00
9.700000000000002e-02  8.280000000000000e-01  1.519000000000000e+00
9.000000000000000e-02  8.250000000000000e-01  3.093000000000000e+00
3.174000000000000e+00  7.440000000000000e-01  5.900000000000000e-02
4.773000000000001e+00  1.545000000000000e+00  5.469000000000000e+00
3.247000000000000e+00  2.323000000000000e+00  1.610000000000000e+00
9.900000000000002e-02  8.290000000000000e-01  1.524000000000000e+00
1.630000000000000e+00  1.599000000000000e+00  8.250000000000000e-01
3.234000000000000e+00  2.318000000000000e+00  3.400000000000000e-02
3.181000000000000e+00  7.500000000000000e-01  4.758000000000000e+00
1.641000000000000e+00  1.603000000000000e+00  5.539000000000001e+00
3.232000000000001e+00  2.319000000000000e+00  1.613000000000000e+00
3.179000000000000e+00  7.420000000000000e-01  1.612000000000000e+00
1.634000000000000e+00  1.603000000000000e+00  3.971000000000000e+00
3.162000000000000e+00  7.430000000000000e-01  4.764000000000000e+00
3.159000000000000e+00  7.480000000000000e-01  4.766000000000000e+00
3.179000000000000e+00  7.520000000000000e-01  4.763000000000000e+00
3.244000000000000e+00  2.315000000000000e+00  3.192000000000000e+00
4.780000000000000e+00  1.527000000000000e+00  5.461000000000000e+00
2.700000000000000e-02  2.404000000000000e+00  6.239000000000000e+00
9.200000000000000e-02  8.300000000000000e-01  1.530000000000000e+00
3.232000000000001e+00  2.310000000000000e+00  4.746000000000000e+00
3.166000000000000e+00  7.570000000000000e-01  4.600000000000000e-02
3.237000000000000e+00  2.319000000000000e+00  3.191000000000000e+00
4.777000000000000e+00  1.540000000000000e+00  3.890000000000000e+00
9.400000000000000e-02  8.260000000000000e-01  3.101000000000000e+00
2.600000000000000e-02  2.390000000000000e+00  3.091000000000000e+00
4.775000000000000e+00  1.541000000000000e+00  7.450000000000001e-01
2.900000000000000e-02  2.395000000000000e+00  4.665000000000000e+00
4.776000000000001e+00  1.530000000000000e+00  3.887000000000000e+00
4.800000000000000e-02  2.390000000000000e+00  4.668000000000000e+00
3.162000000000000e+00  7.490000000000000e-01  5.500000000000000e-02
4.771000000000000e+00  1.540000000000000e+00  7.490000000000000e-01
2.400000000000000e-02  2.388000000000000e+00  1.511000000000000e+00
3.171000000000000e+00  7.450000000000001e-01  3.185000000000000e+00
9.500000000000000e-02  8.179999999999999e-01  6.241000000000001e+00
3.230000000000000e+00  2.314000000000000e+00  1.603000000000000e+00
1.630000000000000e+00  1.609000000000000e+00  3.968000000000000e+00
1.642000000000000e+00  1.604000000000000e+00  8.290000000000000e-01
1.639000000000000e+00  1.598000000000000e+00  2.403000000000000e+00
9.500000000000000e-02  8.270000000000000e-01  4.666000000000000e+00
3.100000000000000e-02  2.403000000000000e+00  4.658000000000000e+00
3.242000000000000e+00  2.308000000000000e+00  4.764000000000000e+00
3.230000000000000e+00  2.321000000000000e+00  1.620000000000000e+00
3.163000000000000e+00  7.410000000000000e-01  1.622000000000000e+00
9.400000000000000e-02  8.310000000000001e-01  4.681000000000000e+00
4.782000000000000e+00  1.538000000000000e+00  7.450000000000001e-01
4.774000000000000e+00  1.535000000000000e+00  2.316000000000000e+00
9.300000000000000e-02  8.270000000000000e-01  6.237000000000000e+00
1.638000000000000e+00  1.615000000000000e+00  5.542000000000001e+00
9.500000000000000e-02  8.220000000000000e-01  3.101000000000000e+00
8.799999999999999e-02  8.270000000000000e-01  1.534000000000000e+00
8.200000000000000e-02  8.250000000000000e-01  3.114000000000000e+00
3.236000000000000e+00  2.325000000000000e+00  4.400000000000000e-02
3.175000000000000e+00  7.450000000000001e-01  3.195000000000000e+00
1.638000000000000e+00  1.596000000000000e+00  2.393000000000000e+00
9.700000000000002e-02  8.250000000000000e-01  1.521000000000000e+00
3.168000000000001e+00  7.460000000000001e-01  1.618000000000000e+00
9.000000000000000e-02  8.139999999999999e-01  3.096000000000000e+00
2.500000000000000e-02  2.385000000000000e+00  6.237000000000000e+00
9.300000000000000e-02  8.210000000000000e-01  6.238000000000000e+00
4.782000000000000e+00  1.532000000000000e+00  5.462000000000000e+00
4.781000000000000e+00  1.541000000000000e+00  3.895000000000000e+00
4.775000000000000e+00  1.533000000000000e+00  3.880000000000000e+00
1.630000000000000e+00  1.607000000000000e+00  2.396000000000000e+00
1.630000000000000e+00  1.598000000000000e+00  5.547000000000000e+00
3.156000000000000e+00  7.450000000000001e-01  5.800000000000000e-02
3.100000000000000e-02  2.386000000000000e+00  4.675000000000000e+00
4.833000000000000e+00  1.481000000000000e+00  3.880000000000000e+00
1.694000000000000e+00  1.659000000000000e+00  2.402000000000001e+00
1.696000000000000e+00  1.658000000000000e+00  3.968000000000000e+00
4.831000000000000e+00  1.481000000000000e+00  7.390000000000000e-01
3.341000000000000e+00  2.309000000000000e+00  4.831000000000000e+00
4.824000000000000e+00  1.485000000000000e+00  5.459000000000000e+00
1.695000000000000e+00  1.656000000000000e+00  8.250000000000000e-01
3.337000000000000e+00  2.306000000000000e+00  1.680000000000000e+00
3.346000000000000e+00  2.312000000000000e+00  4.837000000000001e+00
3.177000000000000e+00  7.500000000000000e-01  1.300000000000000e-01
3.350000000000000e+00  2.307000000000000e+00  1.687000000000000e+00
3.171000000000000e+00  7.470000000000000e-01  1.270000000000000e-01
3.346000000000000e+00  2.307000000000000e+00  1.690000000000000e+00
2.000000000000000e-01  8.230000000000000e-01  3.016000000000000e+00
2.080000000000000e-01  8.310000000000001e-01  1.454000000000000e+00
3.161000000000000e+00  7.500000000000000e-01  3.282000000000000e+00
1.700000000000000e-02  2.388000000000000e+00  3.005000000000000e+00
1.689000000000000e+00  1.658000000000000e+00  2.404000000000000e+00
4.628000000000000e+00  1.784000000000000e+00  7.210000000000000e-01
6.023000000000000e+00  8.570000000000000e-01  1.839000000000000e+00
6.138000000000001e+00  8.420000000000000e-01  1.763000000000000e+00
2.975000000000000e+00  2.290000000000000e+00  1.370000000000000e+00
4.686000000000000e+00  1.722000000000000e+00  5.450000000000001e+00
1.420000000000000e-01  2.396000000000000e+00  4.933000000000000e+00
6.132000000000000e+00  8.460000000000000e-01  3.336000000000000e+00
1.559000000000000e+00  1.415000000000000e+00  8.400000000000001e-01
1.558000000000000e+00  1.411000000000000e+00  8.370000000000000e-01
4.696000000000000e+00  1.718000000000000e+00  2.310000000000000e+00
6.128000000000000e+00  8.490000000000000e-01  4.918000000000001e+00
4.701000000000000e+00  1.714000000000000e+00  5.445000000000000e+00
4.685000000000000e+00  1.729000000000000e+00  2.309000000000000e+00
1.510000000000000e-01  2.394000000000000e+00  4.939000000000000e+00
6.134000000000000e+00  8.420000000000000e-01  1.970000000000000e-01
1.549000000000000e+00  1.427000000000000e+00  5.552000000000000e+00
6.143000000000000e+00  8.420000000000000e-01  1.950000000000000e-01
2.977000000000000e+00  2.306000000000000e+00  2.944000000000000e+00
3.288000000000000e+00  7.510000000000000e-01  6.134000000000000e+00
1.611000000000000e+00  1.473000000000000e+00  8.290000000000000e-01
3.089000000000000e+00  2.310000000000000e+00  4.580000000000000e+00
1.612000000000000e+00  1.476000000000000e+00  3.967000000000000e+00
4.750000000000000e+00  1.662000000000000e+00  7.450000000000001e-01
4.764000000000000e+00  1.676000000000000e+00  5.466000000000000e+00
1.608000000000000e+00  1.478000000000000e+00  5.539000000000001e+00
3.089000000000000e+00  2.303000000000000e+00  6.146000000000000e+00
1.616000000000000e+00  1.472000000000000e+00  2.394000000000000e+00
4.751000000000001e+00  1.665000000000000e+00  2.301000000000000e+00
6.236000000000000e+00  8.350000000000000e-01  4.839000000000000e+00
3.091000000000000e+00  2.302000000000000e+00  6.147000000000000e+00
4.760000000000000e+00  1.660000000000000e+00  5.464000000000001e+00
3.107000000000000e+00  2.302000000000000e+00  3.022000000000000e+00
1.609000000000000e+00  1.479000000000000e+00  2.401000000000000e+00
6.233000000000000e+00  8.340000000000000e-01  1.702000000000000e+00
6.237000000000000e+00  8.340000000000000e-01  1.260000000000000e-01
3.285000000000001e+00  7.620000000000000e-01  6.145000000000000e+00
6.230000000000001e+00  8.410000000000000e-01  3.267000000000000e+00
4.748000000000001e+00  1.665000000000000e+00  7.460000000000001e-01
1.400000000000000e-01  2.386000000000000e+00  1.320000000000000e-01
6.218000000000000e+00  8.340000000000000e-01  1.718000000000000e+00
1.420000000000000e-01  2.398000000000000e+00  4.856000000000000e+00
1.440000000000000e-01  2.396000000000000e+00  3.281000000000000e+00
3.099000000000000e+00  2.308000000000000e+00  3.009000000000000e+00
6.237000000000000e+00  8.270000000000000e-01  1.695000000000000e+00
6.232000000000000e+00  8.380000000000000e-01  4.836000000000000e+00
1.370000000000000e-01  2.398000000000000e+00  3.291000000000000e+00
3.279000000000000e+00  7.420000000000000e-01  6.147000000000000e+00
1.605000000000000e+00  1.472000000000000e+00  5.539000000000001e+00
3.088000000000000e+00  2.307000000000000e+00  1.443000000000000e+00
3.289000000000000e+00  7.480000000000000e-01  2.991000000000001e+00
6.221000000000000e+00  8.420000000000000e-01  4.844000000000000e+00
3.280000000000000e+00  7.480000000000000e-01  4.565000000000000e+00
6.239000000000000e+00  8.360000000000000e-01  1.330000000000000e-01
1.380000000000000e-01  2.396000000000000e+00  1.390000000000000e-01
1.613000000000000e+00  1.480000000000000e+00  5.543000000000000e+00
3.088000000000000e+00  2.292000000000000e+00  4.584000000000000e+00
4.754000000000000e+00  1.668000000000000e+00  3.881000000000000e+00
1.490000000000000e-01  2.397000000000000e+00  4.849000000000000e+00
6.226000000000000e+00  8.400000000000001e-01  4.851000000000001e+00
1.594000000000000e+00  1.473000000000000e+00  8.260000000000000e-01
1.608000000000000e+00  1.481000000000000e+00  2.397000000000000e+00
1.510000000000000e-01  2.393000000000000e+00  4.866000000000000e+00
3.100000000000000e+00  2.313000000000000e+00  3.025000000000000e+00
1.612000000000000e+00  1.470000000000000e+00  3.972000000000000e+00
4.745000000000000e+00  1.670000000000000e+00  3.901000000000000e+00
4.751000000000001e+00  1.670000000000000e+00  5.454000000000000e+00
3.293000000000000e+00  7.540000000000000e-01  4.566000000000000e+00
3.282000000000000e+00  7.500000000000000e-01  6.148000000000000e+00
6.234000000000000e+00  8.280000000000000e-01  1.300000000000000e-01
1.610000000000000e+00  1.471000000000000e+00  8.230000000000000e-01
1.670000000000000e+00  1.530000000000000e+00  5.536000000000000e+00
1.530000000000000e-01  2.389000000000000e+00  7.400000000000000e-02
1.658000000000000e+00  1.530000000000000e+00  8.310000000000001e-01
3.200000000000001e+00  2.323000000000000e+00  6.237000000000000e+00
3.202000000000000e+00  2.317000000000001e+00  1.511000000000000e+00
3.266000000000000e+00  7.540000000000000e-01  3.086000000000000e+00
3.279000000000000e+00  7.480000000000000e-01  3.085000000000000e+00
4.803000000000000e+00  1.617000000000000e+00  7.490000000000000e-01
3.203000000000000e+00  2.317000000000001e+00  3.086000000000000e+00
3.192000000000000e+00  2.313000000000000e+00  4.641000000000000e+00
1.410000000000000e-01  2.399000000000000e+00  3.209000000000000e+00
1.390000000000000e-01  2.398000000000000e+00  1.633000000000000e+00
4.809000000000000e+00  1.615000000000000e+00  7.480000000000000e-01
3.200000000000001e+00  2.307000000000000e+00  6.226000000000000e+00
5.300000000000000e-02  8.410000000000000e-01  3.208000000000000e+00
1.440000000000000e-01  2.402000000000001e+00  1.635000000000000e+00
1.530000000000000e-01  2.403000000000000e+00  4.789000000000000e+00
4.900000000000001e-02  8.210000000000000e-01  1.643000000000000e+00
3.287000000000000e+00  7.440000000000000e-01  6.213000000000000e+00
4.811000000000000e+00  1.616000000000000e+00  7.440000000000000e-01
1.664000000000000e+00  1.533000000000000e+00  2.396000000000000e+00
3.283000000000000e+00  7.460000000000001e-01  6.225000000000000e+00
3.201000000000000e+00  2.318000000000000e+00  4.653000000000000e+00
6.000000000000000e-02  8.190000000000000e-01  1.624000000000000e+00
4.813000000000000e+00  1.601000000000000e+00  2.320000000000000e+00
3.277000000000000e+00  7.410000000000000e-01  1.511000000000000e+00
4.400000000000000e-02  8.260000000000000e-01  1.638000000000000e+00
3.191000000000000e+00  2.315000000000000e+00  3.085000000000000e+00
1.669000000000000e+00  1.525000000000000e+00  3.974000000000000e+00
4.808000000000000e+00  1.618000000000000e+00  7.420000000000000e-01
1.670000000000000e+00  1.524000000000000e+00  5.529000000000000e+00
3.290000000000000e+00  7.510000000000000e-01  1.508000000000000e+00
1.410000000000000e-01  2.390000000000000e+00  4.766000000000000e+00
3.290000000000000e+00  7.390000000000000e-01  6.219000000000001e+00
4.300000000000000e-02  8.200000000000000e-01  1.639000000000000e+00
1.360000000000000e-01  2.387000000000000e+00  6.300000000000000e-02
